Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_784.jpg;-2.405698;1;0;2.047881;101.1174;87.95526;1.029747;51.60087;359.8046
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_838.jpg;-0.004956499;1;0;2.091099;101.1961;88.05405;1.0739;51.39782;359.8452
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_891.jpg;0;1;0;2.120667;101.2765;88.15568;1.155201;51.37462;359.9016
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_945.jpg;0;1;0;2.163266;101.3309;88.22476;1.217813;51.38778;359.9521
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_51_997.jpg;0;1;0;2.207669;101.4145;88.32971;1.314605;51.39043;-0.0006174674
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_052.jpg;0;1;0;2.235984;101.4998;88.43546;1.357769;51.37494;-0.00187512
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_104.jpg;0;1;0;2.28178;101.5571;88.50658;1.341244;51.36786;-0.001410714
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_158.jpg;0;1;0;2.327898;101.6444;88.61491;1.3075;51.35526;-0.0007536248
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_211.jpg;0;1;0;2.357083;101.7338;88.72575;1.310226;51.34151;-0.0007076965
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_264.jpg;0;1;0;2.399606;101.7945;88.80092;1.326146;51.33;-0.001146178
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_318.jpg;0;1;0;2.441912;101.8866;88.91508;1.33157;51.31565;-0.001257922
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_371.jpg;0;1;0;2.471506;101.9804;89.03125;1.336225;51.30217;-0.001312447
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_425.jpg;0;1;0;2.514084;102.0438;89.1097;1.332676;51.29461;-0.001286371
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_477.jpg;-2.390501;1;0;2.557714;102.1408;89.22871;1.334194;51.1557;-0.0003488611
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_531.jpg;-4.784285;1;0;2.585059;102.2409;89.34833;1.330478;50.69826;0.001275428
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_585.jpg;-7.190245;1;0;2.627226;102.3097;89.42814;1.327333;50.19505;0.00208334
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_637.jpg;-9.592332;1;0;2.667258;102.4167;89.54702;1.315293;49.10944;359.9748
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_691.jpg;-11.98966;1;0;2.693074;102.5284;89.66377;1.268469;47.62515;359.8995
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_744.jpg;-9.579401;1;0;2.732059;102.6046;89.74087;1.199762;46.59027;359.8615
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_797.jpg;-7.186964;1;0;2.776;102.7221;89.85639;1.096536;45.29259;359.7904
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_851.jpg;-4.792015;1;0;2.804343;102.8426;89.97278;1.005589;44.36515;359.7261
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_904.jpg;-2.388878;1;0;2.846423;102.9243;90.05122;0.9545398;43.94999;359.697
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_52_957.jpg;0;1;0;2.888301;103.0487;90.17087;0.9150068;43.65989;359.6711
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_011.jpg;0;1;0;2.91528;103.1752;90.29288;0.913999;43.60506;359.6714
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_064.jpg;0;1;0;2.955802;103.2607;90.37536;0.9313561;43.6077;359.6836
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_118.jpg;0;1;0;2.996418;103.3907;90.50074;0.9771758;43.62588;359.7228
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_171.jpg;0;1;0;3.023157;103.5228;90.62812;1.051347;43.65173;359.7773
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_225.jpg;-2.39229;1;0;3.062865;103.6123;90.71364;1.105051;43.58638;359.817
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_278.jpg;-4.801648;1;0;3.102902;103.7493;90.84161;1.180183;43.1841;359.859
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_331.jpg;-7.190147;1;0;3.129105;103.8903;90.96823;1.234189;42.37251;359.8682
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_384.jpg;-7.198139;1;0;3.167615;103.9862;91.05165;1.241293;41.652;359.8689
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_438.jpg;-4.817697;1;0;3.209242;104.1324;91.17659;1.225963;40.67984;359.8782
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_491.jpg;-2.419614;1;0;3.236525;104.2813;91.30225;1.211939;40.04807;359.89
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_544.jpg;-0.008419119;1;0;3.277287;104.3819;91.38694;1.218531;39.84092;359.8976
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_598.jpg;0;1;0;3.316602;104.5346;91.51563;1.252387;39.75555;359.9171
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_651.jpg;0;1;0;3.342295;104.6892;91.64603;1.30217;39.75667;359.9508
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_704.jpg;0;1;0;3.382221;104.7935;91.73392;1.344688;39.77353;359.9815
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_758.jpg;-1.190303;1;0;3.421106;104.9518;91.86628;1.401857;39.76014;-0.003193215
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_811.jpg;-3.586696;1;0;3.447433;105.1127;91.998;1.410058;39.46411;-0.001278006
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_864.jpg;-5.995035;1;0;3.487563;105.2216;92.08521;1.392271;39.06935;0.0002435575
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_918.jpg;-8.395416;1;0;3.525865;105.3886;92.21455;1.366126;38.13676;359.9819
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_53_971.jpg;-10.79174;1;0;3.550187;105.5603;92.34032;1.31279;36.76876;359.8879
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_54_024.jpg;-8.386128;0.9185777;0;3.585763;105.6763;92.42282;1.232816;35.78091;359.8358
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_54_078.jpg;-5.990557;0.7588729;0;3.621295;105.853;92.54478;1.083346;34.53077;359.742
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_54_131.jpg;-3.599481;0.5994678;0;3.639031;106.032;92.66524;0.9153439;33.67303;359.6335
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_54_184.jpg;-1.203236;0.4397181;0;3.657845;106.1523;92.74507;0.8012165;33.3235;359.5572
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_54_238.jpg;0;0.2788755;0;3.666345;106.3331;92.86496;0.627691;33.12821;359.4596
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_54_291.jpg;0;0.1201695;0;3.667329;106.5139;92.98439;0.4436221;33.08354;359.3771
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_54_344.jpg;0;0;0;3.661083;106.6342;93.06362;0.3120499;33.07876;359.3311
C:\Users\adiba\Code\Python\RoboND-Rover-Project\my_data\IMG\robocam_2017_12_11_23_07_54_398.jpg;0;0;0;3.649502;106.8142;93.18183;0.1035288;33.08082;359.2757
